,city,hotel_name,people_number,days_number,price,staff,amenities,cleanliness,comfort,value_for_money,location,free_wifi,average_opinion
3642,Mediolan,Masco apartments,2,14,4734.0,7.9,7.9,8.1,7.9,7.9,6.4,9.2,7.8
3643,Mediolan,Hotel Berlino,2,14,4956.0,7.9,7.3,7.7,7.6,7.5,7.2,7.9,1.0
3644,Mediolan,Hotel Roxy,2,14,9565.0,8.5,7.6,7.9,7.9,7.4,8.2,8.0,7.5
3645,Mediolan,Heart Milan Apartments San Sepolcro Duomo,7,1,3079.0,9.6,9.3,9.4,9.5,8.8,9.6,9.2,9.2
3646,Mediolan,Sonder Missori,7,1,2993.0,9.2,8.5,8.9,9.0,8.1,9.3,8.5,8.4
3647,Mediolan,Classbnb - Ampio appartamento zona Expo,7,1,922.0,7.8,8.0,8.8,8.8,8.5,8.3,,7.5
3648,Mediolan,Camping Village Città di Milano,7,1,1397.0,7.4,6.1,6.4,6.3,6.3,6.8,4.6,6.0
3649,Mediolan,PRESTIGE BOUTIQUE HOMES - Garden & Pool,7,1,3461.0,9.6,9.0,9.6,9.0,8.8,9.7,,9.0
3650,Mediolan,Italianway - San Marco 1,7,1,1592.0,6.3,5.8,6.5,6.8,6.2,8.7,8.3,6.1
3651,Mediolan,[BIG SUITE] Appartament in 2 Floors - Garden Private - 12 Guest,7,1,1462.0,7.5,7.5,7.5,7.5,7.5,7.5,,9.0
3652,Mediolan,Italianway - Montello,7,1,1370.0,7.6,7.2,7.3,7.6,7.1,8.4,8.2,7.1
3653,Mediolan,"Flower City, rooms con cucina in comune e terrazza",7,1,836.0,5.6,6.0,6.6,6.5,4.9,8.1,,5.4
3654,Mediolan,[IHost Apartment] - Tito Livio 20,7,1,1382.0,8.9,9.0,8.7,9.0,8.7,8.3,10.0,8.5
3655,Mediolan,"Deluxe 120 mq Apartment , 4 minuti a piedi dai Navigli",7,1,2013.0,8.8,10.0,8.8,8.8,10.0,10.0,,9.5
3656,Mediolan,Italianway - Orti 5,7,1,1311.0,6.9,6.4,7.1,6.9,6.3,8.4,,6.7
3657,Mediolan,Exclusive 3 bedrooms apartment in Brera,7,1,1879.0,7.0,6.3,6.1,6.6,6.6,9.2,8.8,6.4
3658,Mediolan,Bergognone,7,1,1611.0,7.2,6.3,7.5,7.6,7.2,8.8,7.5,6.6
3659,Mediolan,SUITE centrale 11 Guest - Panoramico - Garibaldi,7,1,1537.0,7.8,6.9,7.8,7.8,7.7,8.6,,7.4
3660,Mediolan,LA CASA COLORATA - Flats in Milan - Bocconi,7,1,2524.0,9.8,9.9,9.9,9.8,9.2,9.4,9.7,9.5
3661,Mediolan,Esclusivo Trilocale nel cuore di Porta Venezia,7,1,1632.0,9.0,8.1,8.6,8.4,8.2,9.2,9.6,8.3
3662,Mediolan,Apartment Vallarsa 10,7,1,2272.0,7.7,8.9,9.5,8.4,8.4,8.0,,8.7
3663,Mediolan,Italianway - Bartolini 9,7,1,1385.0,7.1,6.2,6.4,6.7,6.1,6.5,8.8,6.1
3664,Mediolan,Roberta HOUSE,7,1,1557.0,9.6,9.2,9.5,9.7,9.1,7.6,10.0,9.1
3665,Mediolan,D'apulia 13,7,1,1414.0,2.5,2.5,2.5,2.5,2.5,2.5,,1.5
3666,Mediolan,Apartment Greppi 5,7,1,2032.0,7.7,7.4,7.8,7.8,7.5,7.8,9.4,7.3
3667,Mediolan,Milano City Apartments - Amazing Apt - Pta Venezia,7,2,2459.0,9.1,9.4,9.2,9.4,8.6,8.8,10.0,9.0
3668,Mediolan,Italianway - Montello,7,2,2367.0,7.6,7.2,7.3,7.6,7.1,8.4,8.2,7.1
3669,Mediolan,[IHost Apartment] - Tito Livio 20,7,2,2417.0,8.9,9.0,8.7,9.0,8.7,8.3,10.0,8.5
3670,Mediolan,CA' STELLINI - Comoda casa indipendente con parcheggio privato,7,2,3029.0,8.3,8.3,8.6,8.9,8.6,8.4,9.2,8.6
3671,Mediolan,PRESTIGE BOUTIQUE HOMES - Garden & Pool,7,2,6400.0,9.6,9.0,9.6,9.0,8.8,9.7,,9.0
3672,Mediolan,Crocetta - Design Apartment with Terrace,7,2,3206.0,8.0,7.8,8.1,8.1,8.2,9.2,,7.8
3673,Mediolan,La Cantinetta di Milano - The Wine Cave in Milan,7,2,4465.0,9.1,8.5,8.4,8.6,8.7,8.9,9.4,10.0
3674,Mediolan,[BIG SUITE] Appartament in 2 Floors - Garden Private - 12 Guest,7,2,2641.0,7.5,7.5,7.5,7.5,7.5,7.5,,8.4
3675,Mediolan,Apartment Vallarsa 10,7,2,4109.0,7.7,8.9,9.5,8.4,8.4,8.0,,9.0
3676,Mediolan,[Luxury apartment near Navigli] - Anemoni 5,7,2,3147.0,8.8,9.6,10.0,10.0,10.0,9.2,,8.7
3677,Mediolan,Camping Village Città di Milano,7,2,2550.0,7.4,6.1,6.4,6.3,6.3,6.8,4.6,9.5
3678,Mediolan,Italianway - San Marco 1,7,2,2784.0,6.3,5.8,6.5,6.8,6.2,8.7,8.3,6.0
3679,Mediolan,Tower Residence - 15 minutes from Duomo,7,2,2791.0,7.8,7.5,7.5,8.4,7.8,8.1,,6.1
3680,Mediolan,"Deluxe 120 mq Apartment , 4 minuti a piedi dai Navigli",7,2,4144.0,8.8,10.0,8.8,8.8,10.0,10.0,,8.3
3681,Mediolan,Exclusive 3 bedrooms apartment in Brera,7,2,2750.0,7.0,6.3,6.1,6.6,6.6,9.2,8.8,9.5
3682,Mediolan,Italianway - Bartolini 9,7,2,2384.0,7.1,6.2,6.4,6.7,6.1,6.5,8.8,6.4
3683,Mediolan,Bergognone,7,2,2805.0,7.2,6.3,7.5,7.6,7.2,8.8,7.5,6.1
3684,Mediolan,MILAN Lux Apartment-Hosted by Sweetstay,7,2,3892.0,9.4,8.4,9.1,9.1,8.4,8.4,,6.6
3685,Mediolan,Ca' Magenta,7,2,4122.0,9.4,8.1,8.3,7.5,6.9,8.6,,8.9
3686,Mediolan,Roberta HOUSE,7,2,2915.0,9.6,9.2,9.5,9.7,9.1,7.6,10.0,8.1
3687,Mediolan,"Flower City, rooms con cucina in comune e terrazza",7,2,1520.0,5.6,6.0,6.6,6.5,4.9,8.1,,9.1
3688,Mediolan,UNAHOTELS Galles Milano,7,7,15929.0,8.9,8.4,8.8,8.8,8.0,9.1,7.8,8.3
3689,Mediolan,Crocetta - Design Apartment with Terrace,7,7,6760.0,8.0,7.8,8.1,8.1,8.2,9.2,,7.8
3690,Mediolan,[IHost Apartment] - Tito Livio 20,7,7,6961.0,8.9,9.0,8.7,9.0,8.7,8.3,10.0,8.5
3691,Mediolan,Italianway - Montello,7,7,7882.0,7.6,7.2,7.3,7.6,7.1,8.4,8.2,10.0
3692,Mediolan,PRESTIGE BOUTIQUE HOMES - Garden & Pool,7,7,19820.0,9.6,9.0,9.6,9.0,8.8,9.7,,7.1
3693,Mediolan,Camping Village Città di Milano,7,7,8316.0,7.4,6.1,6.4,6.3,6.3,6.8,4.6,9.0
3694,Mediolan,Downtown Milano,7,7,10091.0,9.2,8.6,8.7,8.8,8.5,8.3,8.8,6.0
3695,Mediolan,Apartment Vallarsa 10,7,7,12218.0,7.7,8.9,9.5,8.4,8.4,8.0,,8.6
3696,Mediolan,Exclusive 3 bedrooms apartment in Brera,7,7,7525.0,7.0,6.3,6.1,6.6,6.6,9.2,8.8,8.7
3697,Mediolan,La Cantinetta di Milano - The Wine Cave in Milan,7,7,15626.0,9.1,8.5,8.4,8.6,8.7,8.9,9.4,6.4
3698,Mediolan,Italianway - San Marco 1,7,7,9182.0,6.3,5.8,6.5,6.8,6.2,8.7,8.3,8.4
3699,Mediolan,Tower Residence - 15 minutes from Duomo,7,7,8888.0,7.8,7.5,7.5,8.4,7.8,8.1,,6.1
3700,Mediolan,"Flower City, rooms con cucina in comune e terrazza",7,7,4558.0,5.6,6.0,6.6,6.5,4.9,8.1,,8.3
3701,Mediolan,"Deluxe 120 mq Apartment , 4 minuti a piedi dai Navigli",7,7,12771.0,8.8,10.0,8.8,8.8,10.0,10.0,,5.4
3702,Mediolan,Italianway - Bartolini 9,7,7,7262.0,7.1,6.2,6.4,6.7,6.1,6.5,8.8,9.5
3703,Mediolan,Roberta HOUSE,7,7,8849.0,9.6,9.2,9.5,9.7,9.1,7.6,10.0,6.1
3704,Mediolan,Apartment Greppi 5,7,7,10545.0,7.7,7.4,7.8,7.8,7.5,7.8,9.4,9.1
3705,Mediolan,ALTIDO Lovely 4-bed flat with balcony,7,7,8625.0,6.7,5.8,4.2,6.7,5.0,7.5,,7.3
3706,Mediolan,Luxury Apartment in Milan Center,7,7,11546.0,8.8,10.0,9.8,9.8,8.0,8.3,,6.0
3707,Mediolan,Loft in Navigli District with Jacuzzi & Sauna - Papiniano,7,7,16411.0,8.1,7.3,8.0,7.6,7.5,8.8,10.0,9.1
3708,Mediolan,SUITE centrale 11 Guest - Panoramico - Garibaldi,7,7,8629.0,7.8,6.9,7.8,7.8,7.7,8.6,,7.4
3709,Mediolan,Starhotels Echo,7,14,46013.0,9.0,8.8,9.1,9.1,8.1,9.0,8.4,8.6
3710,Mediolan,Camping Village Città di Milano,7,14,16449.0,7.4,6.1,6.4,6.3,6.3,6.8,4.6,6.0
3711,Mediolan,PRESTIGE BOUTIQUE HOMES - Garden & Pool,7,14,46022.0,9.6,9.0,9.6,9.0,8.8,9.7,,9.0
3712,Mediolan,"Flower City, rooms con cucina in comune e terrazza",7,14,8997.0,5.6,6.0,6.6,6.5,4.9,8.1,,5.4
3713,Mediolan,Downtown Milano,7,14,19192.0,9.2,8.6,8.7,8.8,8.5,8.3,8.8,8.6
3714,Mediolan,La Cantinetta di Milano - The Wine Cave in Milan,7,14,34638.0,9.1,8.5,8.4,8.6,8.7,8.9,9.4,8.4
3715,Mediolan,Apartment Vallarsa 10,7,14,26376.0,7.7,8.9,9.5,8.4,8.4,8.0,,8.7
3716,Mediolan,Exclusive 3 bedrooms apartment in Brera,7,14,14831.0,7.0,6.3,6.1,6.6,6.6,9.2,8.8,6.4
3717,Mediolan,Italianway - San Marco 1,7,14,19825.0,6.3,5.8,6.5,6.8,6.2,8.7,8.3,6.1
3718,Mediolan,Tower Residence - 15 minutes from Duomo,7,14,17842.0,7.8,7.5,7.5,8.4,7.8,8.1,,8.3
3719,Mediolan,"Deluxe 120 mq Apartment , 4 minuti a piedi dai Navigli",7,14,29105.0,8.8,10.0,8.8,8.8,10.0,10.0,,9.5
3720,Mediolan,Roberta HOUSE,7,14,17396.0,9.6,9.2,9.5,9.7,9.1,7.6,10.0,9.1
3721,Mediolan,Apartment Greppi 5,7,14,20406.0,7.7,7.4,7.8,7.8,7.5,7.8,9.4,7.3
3722,Mediolan,ALTIDO Lovely 4-bed flat with balcony,7,14,16726.0,6.7,5.8,4.2,6.7,5.0,7.5,,6.0
3723,Mediolan,Luxury Apartment in Milan Center,7,14,27685.0,8.8,10.0,9.8,9.8,8.0,8.3,,9.1
3724,Mediolan,SUITE centrale 11 Guest - Panoramico - Garibaldi,7,14,17104.0,7.8,6.9,7.8,7.8,7.7,8.6,,7.4
3725,Mediolan,Apartment Celentano 25 - Meti,7,14,17234.0,8.8,7.5,7.5,7.5,7.5,10.0,,7.5
3726,Mediolan,D'apulia 13,7,14,15509.0,2.5,2.5,2.5,2.5,2.5,2.5,,1.5
3727,Mediolan,Loft in Navigli District with Jacuzzi & Sauna - Papiniano,7,14,34000.0,8.1,7.3,8.0,7.6,7.5,8.8,10.0,7.4
3728,Mediolan,Residence Milano Bicocca,7,14,18371.0,8.2,8.1,8.2,8.3,7.9,8.1,8.5,8.0
3729,Mediolan,Hotel Da Vinci,7,14,13602.0,8.4,7.9,8.3,8.3,8.1,7.1,7.5,7.9
3730,Monachium,Hotel Am Moosfeld,1,1,260.0,8.9,7.9,8.6,8.3,8.4,7.6,8.3,8.1
3731,Monachium,B&B Hotel München-Trudering,1,1,225.0,8.1,7.6,8.3,8.0,8.2,8.1,8.4,7.7
3732,Monachium,Wyndham Garden Munich Messe,1,1,282.0,8.6,8.6,8.8,8.8,8.6,7.5,8.4,8.3
3733,Monachium,a&o München Hackerbrücke,1,1,69.0,7.5,7.0,7.1,7.0,7.5,8.2,6.9,6.7
3734,Monachium,Mercure Hotel München Neuperlach Süd,1,1,310.0,7.9,7.6,8.1,7.9,7.3,7.7,7.7,7.3
3735,Monachium,Rilano 24/7 Hotel München,1,1,275.0,8.5,7.4,7.9,7.6,7.7,7.9,7.9,7.4
3736,Monachium,NH München City Süd,1,1,295.0,7.9,7.0,7.4,7.2,7.7,7.5,6.9,7.0
3737,Monachium,Hampton By Hilton Munich City North,1,1,408.0,8.3,8.5,8.6,8.6,8.4,7.6,8.0,8.1
3738,Monachium,Hotel Munich City,1,1,261.0,8.0,7.2,7.3,7.2,7.7,8.5,8.1,7.2
3739,Monachium,the niu Loco,1,1,304.0,9.0,8.6,8.9,8.8,8.7,8.1,8.3,8.5
3740,Monachium,Super 8 by Wyndham Munich City North,1,1,300.0,8.5,8.1,8.5,8.3,8.4,8.0,8.4,8.0
3741,Monachium,Hilton Garden Inn Munich City West,1,1,430.0,8.2,8.0,8.2,8.2,7.7,8.2,8.3,7.6
3742,Monachium,ibis budget Muenchen City Olympiapark,1,1,243.0,8.2,6.9,7.6,7.1,7.4,8.0,8.0,7.1
3743,Monachium,INNSiDE by Meliá München Parkstadt Schwabing,1,1,460.0,8.6,7.8,8.2,8.3,7.7,8.0,7.6,7.7
3744,Monachium,Euro Youth Hotel Munich,1,1,83.0,9.4,8.4,8.7,8.5,8.7,9.4,9.0,8.4
3745,Monachium,ibis Styles Muenchen Perlach,1,1,300.0,8.8,8.3,8.7,8.5,8.2,8.7,8.8,8.2
3746,Monachium,Leonardo Hotel Munich City East,1,1,300.0,9.2,8.9,9.1,9.1,8.9,8.1,9.0,8.7
3747,Monachium,the niu Brass,1,1,326.0,8.2,8.5,8.9,8.8,8.6,8.0,8.3,8.3
3748,Monachium,Hotel New Orly,1,1,371.0,8.7,8.2,8.4,8.3,8.3,8.5,8.5,8.1
3749,Monachium,a&o München Laim,1,1,66.0,7.5,7.0,7.0,6.9,7.3,7.3,8.1,6.6
3750,Monachium,H.ome Serviced Apartments München,1,1,326.0,8.5,8.6,8.7,8.7,8.3,8.7,8.6,8.3
3751,Monachium,INNSiDE by Meliá München Neue Messe,1,1,326.0,8.4,7.9,8.4,8.2,7.9,7.3,7.2,7.7
3752,Monachium,"Holiday Inn Express Munich - Olympiapark, an IHG Hotel",1,1,430.0,9.3,8.7,9.0,8.9,8.6,8.1,8.8,8.5
3753,Monachium,Ruby Rosi Hotel Munich,1,1,517.0,9.0,8.5,8.8,8.8,7.9,9.0,8.9,8.3
3754,Monachium,Ruby Lilly Hotel Munich,1,1,452.0,8.7,8.1,8.4,8.4,7.7,8.8,8.6,8.0
3755,Monachium,Wyndham Garden Munich Messe,2,1,304.0,8.6,8.6,8.8,8.8,8.6,7.5,8.4,8.3
3756,Monachium,NH München City Süd,2,1,282.0,7.9,7.0,7.4,7.2,7.7,7.5,6.9,7.0
3757,Monachium,Hampton By Hilton Munich City North,2,1,469.0,8.3,8.5,8.6,8.6,8.4,7.6,8.0,8.1
3758,Monachium,Tulip Inn München Messe,2,1,256.0,8.5,8.1,8.6,8.4,8.4,7.4,7.4,8.0
3759,Monachium,B&B Hotel München-Trudering,2,1,266.0,8.1,7.6,8.3,8.0,8.2,8.1,8.4,7.7
3760,Monachium,Leonardo Hotel Munich City East,2,1,276.0,9.2,8.9,9.1,9.1,8.9,8.1,9.0,8.7
3761,Monachium,"Holiday Inn Express Munich - Olympiapark, an IHG Hotel",2,1,430.0,9.3,8.7,9.0,8.9,8.6,8.1,8.8,8.5
3762,Monachium,Leonardo Hotel & Residenz Muenchen,2,1,288.0,8.6,8.1,8.3,8.2,8.3,8.5,8.2,8.0
3763,Monachium,Ramada Encore by Wyndham Munich Messe,2,1,234.0,7.9,7.9,8.1,8.0,8.3,7.4,8.6,7.7
3764,Monachium,Leonardo Hotel Munich City South,2,1,280.0,8.6,8.2,8.2,8.2,8.1,7.9,8.3,7.9
3765,Monachium,the niu Brass,2,1,353.0,8.2,8.5,8.9,8.8,8.6,8.0,8.3,8.3
3766,Monachium,Rilano 24/7 Hotel München,2,1,278.0,8.5,7.4,7.9,7.6,7.7,7.9,7.9,7.4
3767,Monachium,the niu Loco,2,1,349.0,9.0,8.6,8.9,8.8,8.7,8.1,8.3,8.5
3768,Monachium,NYX Hotel Munich by Leonardo Hotels,2,1,321.0,8.5,8.5,8.5,8.5,8.3,7.8,8.6,8.2
3769,Monachium,Buddy Hotel,2,1,396.0,8.5,8.0,8.3,8.2,8.1,9.4,8.5,8.0
3770,Monachium,Super 8 by Wyndham Munich City North,2,1,296.0,8.5,8.1,8.5,8.3,8.4,8.0,8.4,8.0
3771,Monachium,Four Points by Sheraton Munich Arabellapark,2,1,473.0,8.2,7.6,7.9,7.9,7.1,7.9,,7.4
3772,Monachium,Leonardo Hotel Munich City Olympiapark,2,1,296.0,8.7,8.1,8.2,8.1,8.1,8.5,8.5,8.0
3773,Monachium,ibis München City Nord,2,1,343.0,8.7,7.4,8.2,7.8,7.9,8.5,8.2,7.7
3774,Monachium,"Holiday Inn Express - MUNICH NORTH, an IHG Hotel",2,1,343.0,8.1,8.3,8.4,8.4,8.3,7.6,8.1,7.9
3775,Monachium,Classik Hotel Martinshof,2,1,307.0,8.8,8.2,8.6,8.4,8.3,8.3,8.4,8.1
3776,Monachium,Mercure Hotel München Neuperlach Süd,2,1,310.0,7.9,7.6,8.1,7.9,7.3,7.7,7.7,7.3
3777,Monachium,Leonardo Hotel Muenchen City West,2,1,316.0,8.7,8.0,8.4,8.2,8.1,8.5,8.0,7.9
3778,Monachium,Residence Inn by Marriott Munich Central,2,1,565.0,8.6,8.8,8.9,8.6,8.0,8.5,8.3,8.2
3779,Monachium,Hilton Garden Inn Munich City West,2,1,430.0,8.2,8.0,8.2,8.2,7.7,8.2,8.3,7.6
3780,Monachium,Helle Souterrainwohnung mit Komfort,2,2,773.0,10.0,9.8,9.8,9.7,9.5,8.8,10.0,9.4
3781,Monachium,Wyndham Garden Munich Messe,2,2,608.0,8.6,8.6,8.8,8.8,8.6,7.5,8.4,8.3
3782,Monachium,Hotel Am Moosfeld,2,2,771.0,8.9,7.9,8.6,8.3,8.4,7.6,8.3,8.1
3783,Monachium,Hampton By Hilton Munich City North,2,2,938.0,8.3,8.5,8.6,8.6,8.4,7.6,8.0,8.1
3784,Monachium,Leonardo Hotel & Residenz Muenchen,2,2,577.0,8.6,8.1,8.3,8.2,8.3,8.5,8.2,8.0
3785,Monachium,NH München City Süd,2,2,582.0,7.9,7.0,7.4,7.2,7.7,7.5,6.9,7.0
3786,Monachium,the niu Loco,2,2,593.0,9.0,8.6,8.9,8.8,8.7,8.1,8.3,8.5
3787,Monachium,Buddy Hotel,2,2,734.0,8.5,8.0,8.3,8.2,8.1,9.4,8.5,8.0
3788,Monachium,Ruby Lilly Hotel Munich,2,2,904.0,8.7,8.1,8.4,8.4,7.7,8.8,8.6,8.0
3789,Monachium,Leonardo Hotel Munich City East,2,2,599.0,9.2,8.9,9.1,9.1,8.9,8.1,9.0,8.7
3790,Monachium,Tulip Inn München Messe,2,2,556.0,8.5,8.1,8.6,8.4,8.4,7.4,7.4,8.0
3791,Monachium,Hotel New Orly,2,2,956.0,8.7,8.2,8.4,8.3,8.3,8.5,8.5,8.1
3792,Monachium,the niu Brass,2,2,614.0,8.2,8.5,8.9,8.8,8.6,8.0,8.3,8.3
3793,Monachium,"Holiday Inn Munich City Centre, an IHG Hotel",2,2,1034.0,8.5,8.3,8.4,8.5,7.9,8.8,8.3,8.0
3794,Monachium,"Holiday Inn Express Munich - Olympiapark, an IHG Hotel",2,2,860.0,9.3,8.7,9.0,8.9,8.6,8.1,8.8,8.5
3795,Monachium,B&B Hotel München-Trudering,2,2,626.0,8.1,7.6,8.3,8.0,8.2,8.1,8.4,7.7
3796,Monachium,Leonardo Hotel Muenchen City West,2,2,643.0,8.7,8.0,8.4,8.2,8.1,8.5,8.0,7.9
3797,Monachium,Scandic München Macherei,2,2,990.0,9.2,8.9,9.2,9.1,8.6,8.2,8.7,8.7
3798,Monachium,Ruby Rosi Hotel Munich,2,2,1164.0,9.0,8.5,8.8,8.8,7.9,9.0,8.9,8.3
3799,Monachium,Leonardo Hotel Munich City South,2,2,604.0,8.6,8.2,8.2,8.2,8.1,7.9,8.3,7.9
3800,Monachium,Four Points by Sheraton Munich Arabellapark,2,2,904.0,8.2,7.6,7.9,7.9,7.1,7.9,,7.4
3801,Monachium,Residence Inn by Marriott Munich Central,2,2,1129.0,8.6,8.8,8.9,8.6,8.0,8.5,8.3,8.2
3802,Monachium,"Holiday Inn Munich - City East, an IHG Hotel",2,2,773.0,7.8,8.1,8.3,8.3,7.8,7.8,8.1,7.7
3803,Monachium,ibis München City Nord,2,2,686.0,8.7,7.4,8.2,7.8,7.9,8.5,8.2,7.7
3804,Monachium,Super 8 by Wyndham Munich City North,2,2,629.0,8.5,8.1,8.5,8.3,8.4,8.0,8.4,8.0
3805,Monachium,Wyndham Garden Munich Messe,2,7,3158.0,8.6,8.6,8.8,8.8,8.6,7.5,8.4,8.3
3806,Monachium,Hampton By Hilton Munich City North,2,7,3101.0,8.3,8.5,8.6,8.6,8.4,7.6,8.0,8.1
3807,Monachium,SmartLiving Apartments München,2,7,2566.0,8.3,8.7,8.9,8.9,8.2,7.7,9.1,8.4
3808,Monachium,Hotel Am Moosfeld,2,7,3341.0,8.9,7.9,8.6,8.3,8.4,7.6,8.3,8.1
3809,Monachium,NH München City Süd,2,7,1994.0,7.9,7.0,7.4,7.2,7.7,7.5,6.9,7.0
3810,Monachium,Tulip Inn München Messe,2,7,1946.0,8.5,8.1,8.6,8.4,8.4,7.4,7.4,8.0
3811,Monachium,WunderLocke,2,7,2235.0,9.1,8.8,8.7,8.6,8.4,8.2,8.7,8.4
3812,Monachium,Residence Inn by Marriott Munich Central,2,7,3710.0,8.6,8.8,8.9,8.6,8.0,8.5,8.3,8.2
3813,Monachium,Ramada Encore by Wyndham Munich Messe,2,7,1783.0,7.9,7.9,8.1,8.0,8.3,7.4,8.6,7.7
3814,Monachium,a&o München Laim,2,7,1719.0,7.5,7.0,7.0,6.9,7.3,7.3,8.1,6.6
3815,Monachium,Leonardo Hotel & Residenz Muenchen,2,7,2198.0,8.6,8.1,8.3,8.2,8.3,8.5,8.2,8.0
3816,Monachium,B&B Hotel München-Trudering,2,7,2189.0,8.1,7.6,8.3,8.0,8.2,8.1,8.4,7.7
3817,Monachium,Buddy Hotel,2,7,2346.0,8.5,8.0,8.3,8.2,8.1,9.4,8.5,8.0
3818,Monachium,the niu Loco,2,7,2026.0,9.0,8.6,8.9,8.8,8.7,8.1,8.3,8.5
3819,Monachium,Hotel New Orly,2,7,2806.0,8.7,8.2,8.4,8.3,8.3,8.5,8.5,8.1
3820,Monachium,"Holiday Inn Express Munich - Olympiapark, an IHG Hotel",2,7,3010.0,9.3,8.7,9.0,8.9,8.6,8.1,8.8,8.5
3821,Monachium,ibis Styles Muenchen Perlach,2,7,2254.0,8.8,8.3,8.7,8.5,8.2,8.7,8.8,8.2
3822,Monachium,Leonardo Hotel Munich City East,2,7,2098.0,9.2,8.9,9.1,9.1,8.9,8.1,9.0,8.7
3823,Monachium,NH München Ost Conference Center,2,7,2732.0,9.0,8.2,8.5,8.4,8.3,7.8,8.2,8.1
3824,Monachium,"Holiday Inn Munich - City East, an IHG Hotel",2,7,2750.0,7.8,8.1,8.3,8.3,7.8,7.8,8.1,7.7
3825,Monachium,Super 8 by Wyndham Munich City North,2,7,2170.0,8.5,8.1,8.5,8.3,8.4,8.0,8.4,8.0
3826,Monachium,Four Points by Sheraton Munich Arabellapark,2,7,3271.0,8.2,7.6,7.9,7.9,7.1,7.9,,7.4
3827,Monachium,Revo Munich,2,7,4105.0,8.6,8.8,8.9,8.9,8.0,8.6,7.8,8.4
3828,Monachium,Ruby Rosi Hotel Munich,2,7,4114.0,9.0,8.5,8.8,8.8,7.9,9.0,8.9,8.3
3829,Monachium,NYX Hotel Munich by Leonardo Hotels,2,7,2248.0,8.5,8.5,8.5,8.5,8.3,7.8,8.6,8.2
3830,Monachium,Ruby Lilly Hotel Munich,2,14,5997.0,8.7,8.1,8.4,8.4,7.7,8.8,8.6,8.0
3831,Monachium,Hilton Munich City,2,14,9818.0,8.8,8.3,8.7,8.7,7.7,8.8,7.9,8.2
3832,Monachium,a&o München Laim,2,14,3869.0,7.5,7.0,7.0,6.9,7.3,7.3,8.1,6.6
3833,Monachium,harry's home hotel & apartments,2,14,4883.0,8.6,8.4,8.4,8.5,8.0,8.6,7.9,8.2
3834,Monachium,a&o München Hackerbrücke,2,14,3620.0,7.5,7.0,7.1,7.0,7.5,8.2,6.9,6.7
3835,Monachium,Hotel New Orly,2,14,5799.0,8.7,8.2,8.4,8.3,8.3,8.5,8.5,8.1
3836,Monachium,Wyndham Garden Munich Messe,2,14,7058.0,8.6,8.6,8.8,8.8,8.6,7.5,8.4,8.3
3837,Monachium,Ruby Rosi Hotel Munich,2,14,9230.0,9.0,8.5,8.8,8.8,7.9,9.0,8.9,8.3
3838,Monachium,THE FLAG Meiller Gärten,2,14,5088.0,8.7,8.6,8.7,8.6,8.4,8.4,8.9,8.3
3839,Monachium,WunderLocke,2,14,4486.0,9.1,8.8,8.7,8.6,8.4,8.2,8.7,8.4
3840,Monachium,SmartLiving Apartments München,2,14,5199.0,8.3,8.7,8.9,8.9,8.2,7.7,9.1,8.4
3841,Monachium,THE FLAG München M.,2,14,6134.0,8.6,8.5,8.6,8.6,8.1,8.4,8.7,8.3
3842,Monachium,Timehouse Serviced Apartments,2,14,10605.0,9.0,9.1,9.3,9.2,8.1,8.7,9.3,8.8
3843,Monachium,relexa hotel München,2,14,8523.0,8.8,8.3,8.8,8.8,8.1,8.4,8.2,8.2
3844,Monachium,limehome München,2,14,4303.0,8.2,8.8,8.8,8.8,8.5,7.5,8.6,8.3
3845,Monachium,Schwan Locke,2,14,5475.0,9.1,9.0,9.0,9.0,8.5,8.6,9.2,8.7
3846,Monachium,Hampton By Hilton Munich City North,2,14,6712.0,8.3,8.5,8.6,8.6,8.4,7.6,8.0,8.1
3847,Monachium,Eden Hotel Wolff,2,14,12649.0,8.8,8.2,8.7,8.7,7.7,9.2,8.4,8.2
3848,Monachium,Creo München Süd,2,14,4778.0,8.8,8.5,8.8,8.6,8.5,7.1,8.4,8.2
3849,Monachium,Euro Youth Hotel Munich,2,14,3672.0,9.4,8.4,8.7,8.5,8.7,9.4,9.0,8.4
3850,Monachium,MEININGER Hotel München Olympiapark,2,14,5079.0,8.2,7.6,7.5,7.4,7.7,8.2,8.1,7.3
3851,Monachium,CREO Munich City,2,14,4142.0,8.4,7.1,7.6,7.3,7.7,7.7,7.9,7.1
3852,Monachium,Revo Munich,2,14,7636.0,8.6,8.8,8.9,8.9,8.0,8.6,7.8,8.4
3853,Monachium,Hotel Imperial,2,14,3622.0,8.6,7.3,8.0,7.5,8.1,7.9,8.4,7.4
3854,Monachium,Residence Inn by Marriott Munich Central,2,14,7324.0,8.6,8.8,8.9,8.6,8.0,8.5,8.3,8.2
3855,Monachium,Ramada Encore by Wyndham Munich Messe,2,14,3802.0,7.9,7.9,8.1,8.0,8.3,7.4,8.6,7.7
3856,Monachium,Spacious 4 Bedroom Apartment near City Center,7,1,1629.0,9.0,9.0,9.1,9.1,8.4,9.4,10.0,8.7
3857,Monachium,Laimer Hof am Schloss Nymphenburg,7,1,3475.0,8.7,7.2,8.1,7.9,7.9,8.9,8.6,7.6
3858,Monachium,Rosewood Munich,7,1,46478.0,8.8,9.6,9.6,9.5,7.8,9.8,,8.9
