,city,hotel_name,people_number,days_number,price,staff,amenities,cleanliness,comfort,value_for_money,location,free_wifi,average_opinion
1,Barcelona,ABaC Restaurant Hotel Barcelona GL Monumento,1,1,1494.0,9.5,9.2,9.5,9.5,8.6,8.9,8.8,9.2
2,Barcelona,Sonder La Casa del Sol,1,1,620.0,7.8,7.9,8.5,8.4,7.5,9.2,8.3,7.8
3,Barcelona,Travelodge Barcelona Poblenou,1,1,265.0,8.2,7.0,7.9,7.6,7.2,8.2,,7.3
4,Barcelona,Catalonia La Maquinista,1,1,369.0,9.1,8.6,9.0,8.9,8.1,8.1,8.3,8.5
5,Barcelona,Unite Hostel Barcelona,1,1,105.0,8.4,8.4,8.4,8.3,8.2,8.7,8.9,8.2
6,Barcelona,Generator Barcelona,1,1,100.0,8.5,8.0,8.0,7.9,7.7,8.8,6.9,7.7
7,Barcelona,Hotel Paxton Barcelona,1,1,682.0,9.2,8.9,9.2,9.2,8.3,8.3,8.4,8.7
8,Barcelona,NH Barcelona Les Corts,1,1,359.0,9.0,8.5,8.9,8.8,8.1,8.5,7.9,8.4
9,Barcelona,Ilunion Les Corts Spa,1,1,380.0,8.8,8.0,8.4,8.4,7.6,8.0,8.1,7.9
10,Barcelona,Catalonia Atenas,1,1,369.0,9.1,8.3,8.6,8.6,8.0,8.4,7.7,8.2
11,Barcelona,NH Barcelona Entenza,1,1,518.0,9.2,8.3,8.8,8.7,7.9,8.3,8.2,8.3
12,Barcelona,Vincci Maritimo,1,1,521.0,8.8,8.4,8.8,8.8,8.0,8.2,8.7,8.3
13,Barcelona,Vincci Bit,1,1,571.0,8.9,8.6,9.0,9.0,8.2,8.1,8.5,8.4
14,Barcelona,Catalonia Barcelona Plaza,1,1,499.0,8.7,8.7,8.8,8.8,8.0,9.3,7.9,8.5
15,Barcelona,NH Sants Barcelona,1,1,490.0,9.0,8.7,9.1,9.0,8.2,8.7,8.0,8.5
16,Barcelona,Bonanova Park,1,1,318.0,8.4,7.4,8.2,7.9,7.3,8.2,8.1,7.5
17,Barcelona,Mercure Barcelona Condor,1,1,412.0,8.7,8.3,8.6,8.6,8.0,8.2,7.9,8.2
18,Barcelona,Hotel Serhs del Port,1,1,465.0,9.3,7.9,8.4,8.3,7.7,8.7,8.7,8.0
19,Barcelona,NH Barcelona Stadium,1,1,356.0,8.9,8.2,8.6,8.6,7.7,8.5,7.9,8.2
20,Barcelona,Melia Barcelona Sky 4* Sup,1,1,647.0,8.8,8.5,8.7,8.7,7.9,8.2,,8.2
21,Barcelona,Free Hostels Barcelona,1,1,118.0,9.1,8.3,8.3,8.2,8.3,8.4,8.6,8.2
22,Barcelona,Hotel & Spa Villa Olimpica Suites,1,1,490.0,8.6,8.3,8.3,8.4,7.7,7.6,8.6,8.0
23,Barcelona,TWO Hotel Barcelona by Axel 4* Sup- Adults Only,1,1,408.0,9.0,8.4,8.9,8.8,8.0,9.0,8.7,8.4
24,Barcelona,Gran Hotel La Florida G.L Monumento,1,1,1052.0,9.2,8.6,9.1,9.1,8.2,8.8,8.6,8.7
25,Barcelona,Occidental Atenea Mar - Adults Only,1,1,499.0,8.6,8.2,8.6,8.7,7.8,8.4,8.6,8.1
26,Barcelona,Catalonia Park Güell,1,1,279.0,8.5,7.8,8.3,8.1,7.6,7.5,7.7,7.7
27,Barcelona,Room Mate Anna,2,1,931.0,9.3,8.7,8.9,9.0,8.3,9.6,8.4,8.7
28,Barcelona,Sonder La Casa del Sol,2,1,617.0,7.8,7.9,8.5,8.4,7.5,9.2,8.3,7.8
29,Barcelona,H Regas Adults Only,2,1,388.0,8.6,7.5,7.9,7.8,7.4,8.3,7.5,7.5
30,Barcelona,BYPILLOW House,2,1,344.0,9.1,8.6,8.9,8.9,8.5,8.1,8.8,8.5
31,Barcelona,Vincci Bit,2,1,388.0,8.9,8.6,9.0,9.0,8.2,8.1,8.5,8.4
32,Barcelona,Vincci Maritimo,2,1,418.0,8.8,8.4,8.8,8.8,8.0,8.2,8.7,8.3
33,Barcelona,Acta Voraport,2,1,462.0,9.0,8.7,9.1,9.1,8.5,8.5,8.8,8.7
34,Barcelona,Gran Hotel La Florida G.L Monumento,2,1,1059.0,9.2,8.6,9.1,9.1,8.2,8.8,8.6,8.7
35,Barcelona,Generator Barcelona,2,1,496.0,8.5,8.0,8.0,7.9,7.7,8.8,6.9,7.7
36,Barcelona,Catalonia La Maquinista,2,1,390.0,9.1,8.6,9.0,8.9,8.1,8.1,8.3,8.5
37,Barcelona,NH Barcelona Entenza,2,1,401.0,9.2,8.3,8.8,8.7,7.9,8.3,8.2,8.3
38,Barcelona,Mercure Barcelona Condor,2,1,434.0,8.7,8.3,8.6,8.6,8.0,8.2,7.9,8.2
39,Barcelona,The Mirror Barcelona - Adults Only,2,1,820.0,9.4,8.3,8.6,8.5,8.0,8.9,8.7,8.3
40,Barcelona,Hotel Concordia Barcelona,2,1,455.0,9.0,8.2,8.6,8.5,7.7,8.8,8.2,8.1
41,Barcelona,NH Sants Barcelona,2,1,494.0,9.0,8.7,9.1,9.0,8.2,8.7,8.0,8.5
42,Barcelona,Silken Sant Gervasi,2,1,373.0,9.0,8.3,8.8,8.7,8.2,8.4,8.1,8.3
43,Barcelona,Casa Lit Barcelona by Ona,2,1,470.0,9.2,8.1,8.6,8.5,8.1,8.2,7.9,8.2
44,Barcelona,Hotel Paxton Barcelona,2,1,703.0,9.2,8.9,9.2,9.2,8.3,8.3,8.4,8.7
45,Barcelona,Occidental Atenea Mar - Adults Only,2,1,520.0,8.6,8.2,8.6,8.7,7.8,8.4,8.6,8.1
46,Barcelona,Catalonia Barcelona Plaza,2,1,520.0,8.7,8.7,8.8,8.8,8.0,9.3,7.9,8.5
47,Barcelona,Catalonia Sagrada Familia,2,1,383.0,8.8,8.3,8.6,8.5,8.0,8.4,8.3,8.2
48,Barcelona,Ilunion Les Corts Spa,2,1,423.0,8.8,8.0,8.4,8.4,7.6,8.0,8.1,7.9
49,Barcelona,Catalonia Atenas,2,1,477.0,9.1,8.3,8.6,8.6,8.0,8.4,7.7,8.2
50,Barcelona,Hotel SB Diagonal Zero 4 Sup,2,1,520.0,8.4,8.1,8.4,8.5,7.7,8.3,8.4,7.9
51,Barcelona,NH Collection Barcelona Constanza,2,1,590.0,8.9,8.7,9.0,9.0,8.1,8.6,8.3,8.5
52,Barcelona,Room Mate Anna,2,2,1763.0,9.3,8.7,8.9,9.0,8.3,9.6,8.4,8.7
53,Barcelona,Sonder Paseo de Gracia,2,2,2010.0,9.1,8.3,8.8,8.9,8.2,9.7,8.7,8.4
54,Barcelona,H Regas Adults Only,2,2,836.0,8.6,7.5,7.9,7.8,7.4,8.3,7.5,7.5
55,Barcelona,Acta Voraport,2,2,888.0,9.0,8.7,9.1,9.1,8.5,8.5,8.8,8.7
56,Barcelona,Travelodge Barcelona Poblenou,2,2,562.0,8.2,7.0,7.9,7.6,7.2,8.2,,7.3
57,Barcelona,Vincci Maritimo,2,2,969.0,8.8,8.4,8.8,8.8,8.0,8.2,8.7,8.3
58,Barcelona,Vincci Bit,2,2,776.0,8.9,8.6,9.0,9.0,8.2,8.1,8.5,8.4
59,Barcelona,Generator Barcelona,2,2,1075.0,8.5,8.0,8.0,7.9,7.7,8.8,6.9,7.7
60,Barcelona,BYPILLOW House,2,2,793.0,9.1,8.6,8.9,8.9,8.5,8.1,8.8,8.5
61,Barcelona,Hotel Paxton Barcelona,2,2,1211.0,9.2,8.9,9.2,9.2,8.3,8.3,8.4,8.7
62,Barcelona,Gran Hotel La Florida G.L Monumento,2,2,1650.0,9.2,8.6,9.1,9.1,8.2,8.8,8.6,8.7
63,Barcelona,Catalonia Sagrada Familia,2,2,810.0,8.8,8.3,8.6,8.5,8.0,8.4,8.3,8.2
64,Barcelona,Occidental Atenea Mar - Adults Only,2,2,1041.0,8.6,8.2,8.6,8.7,7.8,8.4,8.6,8.1
65,Barcelona,NH Sants Barcelona,2,2,954.0,9.0,8.7,9.1,9.0,8.2,8.7,8.0,8.5
66,Barcelona,Hostal Orleans,2,2,716.0,9.2,8.4,9.0,8.8,8.8,9.5,8.6,8.6
67,Barcelona,Casual Colours Barcelona,2,2,767.0,8.9,8.0,8.4,8.4,7.8,8.4,8.2,8.0
68,Barcelona,Hotel Concordia Barcelona,2,2,910.0,9.0,8.2,8.6,8.5,7.7,8.8,8.2,8.2
69,Barcelona,Mercure Barcelona Condor,2,2,867.0,8.7,8.3,8.6,8.6,8.0,8.2,7.9,8.2
70,Barcelona,Catalonia Atenas,2,2,954.0,9.1,8.3,8.6,8.6,8.0,8.4,7.7,8.2
71,Barcelona,Melia Barcelona Sky 4* Sup,2,2,1197.0,8.8,8.5,8.7,8.7,7.9,8.2,,8.2
72,Barcelona,The Mirror Barcelona - Adults Only,2,2,1430.0,9.4,8.3,8.6,8.5,8.0,8.9,8.7,8.3
73,Barcelona,NH Barcelona Entenza,2,2,819.0,9.2,8.3,8.8,8.7,7.9,8.3,8.2,8.3
74,Barcelona,Hilton Diagonal Mar Barcelona,2,2,1519.0,8.3,8.0,8.5,8.5,7.2,8.3,7.1,7.7
75,Barcelona,Casa Lit Barcelona by Ona,2,2,774.0,9.2,8.1,8.6,8.5,8.1,8.2,7.9,8.2
76,Barcelona,ibis Styles Barcelona City Bogatell,2,2,1023.0,9.2,8.5,8.9,8.8,8.3,8.5,8.6,8.5
77,Barcelona,Room Mate Anna,2,7,4192.0,9.3,8.7,8.9,9.0,8.3,9.6,8.4,8.7
78,Barcelona,Hilton Diagonal Mar Barcelona,2,7,5450.0,8.3,8.0,8.5,8.5,7.2,8.3,7.1,7.7
79,Barcelona,La França Travellers Adults Only,2,7,2507.0,8.9,7.8,8.3,8.3,7.8,8.3,7.7,4.0
80,Barcelona,Barco el viento,2,7,1692.0,9.3,8.1,8.2,7.9,8.7,8.4,,7.8
81,Barcelona,Vincci Maritimo,2,7,2668.0,8.8,8.4,8.8,8.8,8.0,8.2,8.7,8.4
82,Barcelona,Vincci Bit,2,7,2593.0,8.9,8.6,9.0,9.0,8.2,8.1,8.5,8.3
83,Barcelona,Hotel SB Icaria,2,7,2941.0,8.8,8.0,8.4,8.3,7.7,8.4,7.6,8.4
84,Barcelona,Hotel SB Diagonal Zero 4 Sup,2,7,2874.0,8.4,8.1,8.4,8.5,7.7,8.3,8.4,7.9
85,Barcelona,Catalonia Park Güell,2,7,2249.0,8.5,7.8,8.3,8.1,7.6,7.5,7.7,7.9
86,Barcelona,Travelodge Barcelona Poblenou,2,7,1952.0,8.2,7.0,7.9,7.6,7.2,8.2,,7.7
87,Barcelona,limehome Barcelona Carrer de Besalú 82,2,7,2303.0,8.4,9.2,9.5,9.4,8.8,8.3,7.8,7.3
88,Barcelona,Catalonia La Maquinista,2,7,2557.0,9.1,8.6,9.0,8.9,8.1,8.1,8.3,9.0
89,Barcelona,Catalonia Park Putxet,2,7,2296.0,8.7,7.9,8.3,8.3,7.7,7.2,8.1,8.5
90,Barcelona,Leevin Student Barcelona,2,7,2424.0,9.7,9.1,9.2,9.0,9.5,8.8,9.6,7.8
91,Barcelona,Hotel del Mar,2,7,2490.0,9.0,8.2,8.7,8.6,8.2,9.6,8.9,9.1
92,Barcelona,Hg City Suites Barcelona Apartments,2,7,3566.0,9.2,8.9,9.2,9.1,8.3,8.9,8.6,8.4
93,Barcelona,HG City Suites Barcelona,2,7,3373.0,9.1,9.0,9.2,9.2,8.5,8.8,8.3,8.8
94,Barcelona,Hotel Lyon,2,7,2125.0,8.4,6.9,7.8,7.5,7.2,9.1,6.5,8.7
95,Barcelona,Studio Hostel,2,7,1991.0,9.5,7.8,8.3,7.9,8.1,8.4,8.8,7.1
96,Barcelona,Catalonia Atenas,2,7,2991.0,9.1,8.3,8.6,8.6,8.0,8.4,7.7,8.1
97,Barcelona,Hotel SB Glow Sup,2,7,3422.0,8.6,8.4,8.6,8.6,7.9,8.4,8.4,8.2
98,Barcelona,Tres Torres Atiram Hotels,2,7,2414.0,9.2,8.2,8.9,8.7,8.1,8.4,9.0,8.1
99,Barcelona,ArtlifeBCN Urban Oasis Apartment,2,14,18734.0,10.0,9.9,10.0,10.0,9.8,9.5,10.0,9.8
100,Barcelona,Le Palacete powered by Sonder,2,14,5979.0,7.9,8.3,8.8,8.7,7.9,8.6,8.5,8.1
101,Barcelona,Hotel Barcelona Center,2,14,9455.0,9.1,8.6,9.0,9.0,8.3,9.2,8.2,8.6
102,Barcelona,Vincci Bit,2,14,4967.0,8.9,8.6,9.0,9.0,8.2,8.1,8.5,8.4
103,Barcelona,Vincci Maritimo,2,14,6450.0,8.8,8.4,8.8,8.8,8.0,8.2,8.7,8.3
104,Barcelona,Sallés Hotel Pere IV,2,14,6993.0,8.7,8.3,8.8,8.7,7.9,7.7,7.6,8.1
105,Barcelona,Hotel & Spa Villa Olimpica Suites,2,14,6028.0,8.6,8.3,8.3,8.4,7.7,7.6,8.6,8.0
106,Barcelona,Barcelona City Apartment,2,14,6895.0,8.0,6.9,7.2,7.2,6.9,7.7,5.8,6.8
107,Barcelona,Barcelona City North Hostal,2,14,4213.0,8.5,7.6,8.2,7.7,7.6,8.2,7.3,7.7
108,Barcelona,Leevin Student Barcelona,2,14,4865.0,9.8,9.0,9.2,9.0,9.4,8.9,9.6,9.1
109,Barcelona,Casa Lit Barcelona by Ona,2,14,5789.0,9.2,8.1,8.6,8.5,8.1,8.2,7.9,8.2
110,Barcelona,NH Barcelona Diagonal Center,2,14,5573.0,8.7,7.9,8.3,8.3,7.7,7.7,8.1,7.9
111,Barcelona,Leonardo Boutique Hotel Barcelona Sagrada Familia,2,14,5612.0,9.3,8.7,9.1,9.0,8.6,8.8,8.2,8.7
112,Barcelona,Silken Sant Gervasi,2,14,5222.0,9.0,8.3,8.8,8.7,8.2,8.4,8.1,8.3
113,Barcelona,Putxet by gaiarooms,2,14,3042.0,6.4,5.8,6.6,6.4,5.7,7.2,7.4,5.6
114,Barcelona,Travelodge Barcelona Poblenou,2,14,5420.0,8.2,7.0,7.9,7.6,7.2,8.2,,7.3
115,Barcelona,Hotel Lyon,2,14,4179.0,8.4,6.9,7.8,7.5,7.2,9.1,6.5,7.1
116,Barcelona,Gran Hotel La Florida G.L Monumento,2,14,9743.0,9.2,8.6,9.1,9.1,8.2,8.8,8.6,8.7
117,Barcelona,Pierre & Vacances Barcelona Sants,2,14,6221.0,8.9,8.4,8.6,8.5,8.1,8.5,7.6,8.3
118,Barcelona,Ilunion Les Corts Spa,2,14,4917.0,8.8,8.0,8.4,8.4,7.6,8.0,8.1,7.9
119,Barcelona,Rent Top Apartments Beach-Diagonal Mar,2,14,11763.0,7.5,7.7,7.8,7.9,6.8,8.2,9.5,7.3
120,Barcelona,Ilunion Barcelona,2,14,6540.0,8.8,8.4,8.6,8.6,8.2,8.5,8.0,8.3
121,Barcelona,Unite Hostel Barcelona,7,1,821.0,8.4,8.4,8.4,8.3,8.2,8.7,8.9,8.2
122,Barcelona,Sonder Paseo de Gracia,7,1,4757.0,9.1,8.3,8.8,8.9,8.2,9.7,8.7,8.4
123,Barcelona,Urbany Hostel Barcelona,7,1,858.0,8.2,7.3,7.3,7.1,7.5,8.4,8.4,7.4
124,Barcelona,Sweet Inn - Carrer Girona,7,1,1012.0,,,,,,,,8.0
125,Barcelona,Ola Living Diagonal Apartments,7,1,1575.0,8.1,8.1,8.4,8.5,8.1,8.8,8.6,7.2
126,Barcelona,Safestay Barcelona Passeig de Gràcia,7,1,1040.0,8.1,7.2,7.2,7.1,7.5,9.3,8.0,8.6
127,Barcelona,Sant Jordi Hostels Sagrada Familia,7,1,943.0,9.3,8.7,8.7,8.6,8.7,8.9,8.3,8.4
128,Barcelona,BcnStop Parc Güell,7,1,1210.0,9.2,8.3,8.8,8.5,8.1,8.5,8.6,9.0
129,Barcelona,Canela Homes BARCELONA FONTANA,7,1,971.0,10.0,8.8,8.8,8.8,10.0,10.0,,8.1
130,Barcelona,Rent Top Apartments near Plaza de Catalunya,7,1,2600.0,7.9,8.2,8.5,8.6,8.0,9.4,7.5,7.5
131,Barcelona,Alberg Pere Tarrés,7,1,873.0,8.5,7.8,7.7,7.6,7.9,8.0,8.0,8.3
132,Barcelona,My Address in Barcelona,7,1,2911.0,8.9,8.1,8.4,8.4,8.5,9.5,8.6,8.5
133,Barcelona,TOC Hostel Barcelona,7,1,1578.0,9.0,8.7,8.7,8.7,8.4,9.4,8.1,8.6
134,Barcelona,Aspasios Rambla Catalunya Suites,7,1,2248.0,8.3,8.6,8.8,9.0,8.4,9.7,8.9,7.9
135,Barcelona,Rent Top Apartments Avenida Diagonal,7,1,2417.0,7.5,7.6,7.6,8.1,6.9,9.1,7.5,9.3
136,Barcelona,Hotel El Palace Barcelona,7,1,6846.0,9.7,9.3,9.6,9.7,8.8,9.6,9.3,7.4
137,Barcelona,Sun & Moon Hostel,7,1,777.0,8.8,7.3,7.4,7.4,7.5,9.3,7.7,6.7
138,Barcelona,Bedcelona Hostel,7,1,931.0,8.0,6.7,7.4,7.0,7.3,8.0,7.8,7.9
139,Barcelona,Les Corts Exclusive Apartments by Olala Homes,7,1,1182.0,7.7,8.1,8.3,8.3,7.4,8.0,9.5,4.8
140,Barcelona,Ideal Youth Hostel,7,1,786.0,7.2,5.0,5.2,5.1,5.7,8.3,7.8,7.2
141,Barcelona,AB Bailen Apartments,7,1,1562.0,7.4,7.1,7.3,7.6,7.3,8.7,10.0,7.5
142,Barcelona,AB Passeig de Gràcia Pelai,7,1,1631.0,7.9,7.5,6.7,7.1,6.7,10.0,7.5,6.3
143,Barcelona,My Space Barcelona Rambla Catalunya Center,7,1,1987.0,6.7,6.6,6.6,6.9,6.5,8.5,6.3,6.1
144,Barcelona,Sea Hostel Barcelona,7,1,1533.0,7.4,6.0,6.3,6.1,6.7,9.1,7.6,8.9
145,Barcelona,The Corner Apartments by Aspasios,7,1,2509.0,9.4,9.0,9.1,9.0,8.4,9.3,8.8,8.5
146,Barcelona,Port Forum Apartments by Olala Homes,7,2,2391.0,8.2,8.5,8.6,8.5,8.0,7.2,7.6,8.2
147,Barcelona,Sagrada Familia 360,7,2,2680.0,9.2,9.2,9.2,9.2,9.2,8.3,,9.0
148,Barcelona,APBCN Eixample Center,7,2,2082.0,8.2,7.7,8.1,8.4,7.3,8.8,7.5,8.1
149,Barcelona,Safestay Barcelona Passeig de Gràcia,7,2,1988.0,8.1,7.2,7.2,7.1,7.5,9.3,8.0,7.2
150,Barcelona,Unite Hostel Barcelona,7,2,1643.0,8.4,8.4,8.4,8.3,8.2,8.7,8.9,8.2
151,Barcelona,Alcam Urgell,7,2,2085.0,8.3,7.1,8.0,8.4,8.2,9.1,10.0,7.5
152,Barcelona,Urbany Hostel Barcelona,7,2,1716.0,8.2,7.3,7.3,7.1,7.5,8.4,8.4,7.4
153,Barcelona,AB Bailen Apartments,7,2,2558.0,7.4,7.1,7.3,7.6,7.3,8.7,10.0,7.2
154,Barcelona,My Home in Barcelona,7,2,2478.0,9.7,9.3,9.5,8.2,8.2,9.3,10.0,8.8
155,Barcelona,Rent Top Apartments near Plaza de Catalunya,7,2,4122.0,7.9,8.2,8.5,8.6,8.0,9.4,7.5,8.1
156,Barcelona,BcnStop Parc Güell,7,2,3114.0,9.2,8.3,8.8,8.5,8.1,8.5,8.6,8.4
157,Barcelona,Alcam Stadium Les Corts,7,2,2063.0,8.4,7.8,7.4,7.4,7.1,7.4,10.0,7.5
158,Barcelona,Plaza Spain Barcelona Apartments,7,2,2962.0,9.2,7.8,8.6,8.0,8.2,9.3,8.8,8.2
159,Barcelona,Design apartment Sagrada familia,7,2,2693.0,7.3,6.7,7.0,7.1,6.9,9.2,7.5,6.8
160,Barcelona,Sun & Moon Hostel,7,2,1554.0,8.8,7.3,7.4,7.4,7.5,9.3,7.7,7.4
161,Barcelona,Bedcelona Hostel,7,2,1861.0,8.0,6.7,7.4,7.0,7.3,8.0,7.8,6.7
162,Barcelona,Sant Jordi Hostels Sagrada Familia,7,2,1885.0,9.3,8.7,8.8,8.6,8.7,8.9,8.3,8.6
163,Barcelona,Serennia Apartamentos Ramblas - Plaça Catalunya,7,2,3549.0,9.1,8.2,8.4,8.4,8.1,9.6,8.4,8.3
164,Barcelona,You Stylish Diagonal Apartments,7,2,3527.0,7.9,7.6,7.5,8.1,7.4,8.6,8.8,7.4
165,Barcelona,Ronda Sant Pere,7,2,3121.0,7.5,8.3,7.5,7.5,7.5,10.0,,6.7
166,Barcelona,Barcelona 54 Apartment Rentals,7,2,3849.0,8.5,7.1,6.9,7.3,6.5,9.4,,7.1
167,Barcelona,My Space Barcelona Rambla Catalunya Center,7,2,3453.0,6.7,6.6,6.6,6.9,6.5,8.5,6.3,6.3
168,Barcelona,Alcam Gold,7,2,2285.0,6.7,7.2,7.4,7.3,6.8,7.6,,6.7
169,Barcelona,Ideal Youth Hostel,7,2,1572.0,7.2,5.0,5.2,5.1,5.7,8.3,7.8,4.8
170,Barcelona,APBCN Eixample Center,7,7,6578.0,8.2,7.7,8.1,8.4,7.3,8.8,7.5,8.1
171,Barcelona,Hilton Diagonal Mar Barcelona,7,7,21385.0,8.3,8.0,8.5,8.5,7.2,8.3,7.1,7.7
172,Barcelona,Bedcelona Hostel,7,7,2301.0,8.0,6.7,7.4,7.0,7.3,8.0,7.8,6.7
173,Barcelona,Unite Hostel Barcelona,7,7,6137.0,8.4,8.4,8.4,8.3,8.2,8.7,8.9,8.2
174,Barcelona,BcnStop Parc Güell,7,7,9207.0,9.2,8.3,8.8,8.5,8.1,8.5,8.6,8.4
175,Barcelona,Sagrada Familia 360,7,7,8149.0,9.2,9.2,9.2,9.2,9.2,8.3,,9.0
176,Barcelona,Urbany Hostel Barcelona,7,7,5296.0,8.2,7.3,7.3,7.1,7.5,8.4,8.4,7.4
177,Barcelona,Clásico y amplio flat en el corazón de Barcelona,7,7,5973.0,,,,,,,,8.1
178,Barcelona,Rent Top Apartments near Plaza de Catalunya,7,7,13668.0,7.9,8.2,8.5,8.6,8.0,9.4,7.5,7.9
179,Barcelona,Rent Top Apartments Avenida Diagonal,7,7,11352.0,7.5,7.6,7.6,8.1,6.9,9.1,7.5,8.6
180,Barcelona,Sant Jordi Hostels Sagrada Familia,7,7,6308.0,9.3,8.7,8.8,8.6,8.7,8.9,8.3,7.2
181,Barcelona,Safestay Barcelona Passeig de Gràcia,7,7,7198.0,8.1,7.2,7.2,7.1,7.5,9.3,8.0,6.8
182,Barcelona,Design apartment Sagrada familia,7,7,7012.0,7.3,6.7,7.0,7.1,6.9,9.2,7.5,9.1
183,Barcelona,1410 - Mediterranean Forum Apartment,7,7,16700.0,9.0,7.9,9.3,9.3,7.1,9.6,7.5,6.6
184,Barcelona,Sagrada Familia LEPANT,7,7,6796.0,7.1,6.4,6.5,6.7,6.1,8.7,7.5,8.2
185,Barcelona,Plaza Spain Barcelona Apartments,7,7,10647.0,9.2,7.8,8.6,8.0,8.2,9.3,8.8,8.0
186,Barcelona,You Stylish City Center Apartments,7,7,20817.0,8.6,8.2,8.2,8.4,7.8,9.5,8.8,8.1
187,Barcelona,Pool House Barcelona,7,7,24984.0,8.5,7.6,7.6,8.2,8.5,7.5,6.7,8.8
188,Barcelona,SibsBcn- Rambla- Family Friends Business Central,7,7,26569.0,9.5,8.3,8.4,8.4,8.4,9.8,,7.7
189,Barcelona,Hip Karma Hostel,7,7,8041.0,8.4,7.8,8.0,7.9,7.8,9.0,8.8,9.3
190,Barcelona,Hotel El Palace Barcelona,7,7,45997.0,9.7,9.3,9.6,9.7,8.8,9.6,9.3,7.4
191,Barcelona,Sun & Moon Hostel,7,7,5440.0,8.8,7.3,7.4,7.4,7.5,9.3,7.7,7.1
192,Barcelona,Barcelona 54 Apartment Rentals,7,7,11208.0,8.5,7.1,6.9,7.3,6.5,9.4,,8.4
193,Barcelona,Casa familiar con piscina,7,7,8354.0,9.6,7.9,9.3,8.9,8.9,8.2,,8.3
194,Barcelona,BcnStop Parc Güell,7,14,18788.0,9.2,8.3,8.8,8.5,8.1,8.5,8.6,8.4
195,Barcelona,Le Meridien Barcelona,7,14,61273.0,8.7,8.0,8.4,8.6,7.1,9.5,7.5,7.9
196,Barcelona,Sagrada Familia 360,7,14,15516.0,9.2,9.2,9.2,9.2,9.2,8.3,,9.0
197,Barcelona,Clásico y amplio flat en el corazón de Barcelona,7,14,11991.0,,,,,,,,8.1
198,Barcelona,Rent Top Apartments near Plaza de Catalunya,7,14,25285.0,7.9,8.2,8.5,8.6,8.0,9.4,7.5,6.6
199,Barcelona,Sagrada Familia LEPANT,7,14,9664.0,7.1,6.4,6.5,6.7,6.1,8.7,7.5,6.7
200,Barcelona,Bedcelona Hostel,7,14,5526.0,8.0,6.7,7.4,7.0,7.3,8.0,7.8,6.8
201,Barcelona,Design apartment Sagrada familia,7,14,12618.0,7.3,6.7,7.0,7.1,6.9,9.2,7.5,7.9
202,Barcelona,Rent Top Apartments Avenida Diagonal,7,14,20149.0,7.5,7.6,7.6,8.1,6.9,9.1,7.5,9.1
203,Barcelona,1410 - Mediterranean Forum Apartment,7,14,35225.0,9.0,7.9,9.3,9.3,7.1,9.6,7.5,7.7
204,Barcelona,Hip Karma Hostel,7,14,13541.0,8.4,7.8,8.0,7.9,7.8,9.0,8.8,8.0
205,Barcelona,You Stylish City Center Apartments,7,14,38381.0,8.6,8.2,8.2,8.4,7.8,9.5,8.8,8.2
206,Barcelona,Plaza Spain Barcelona Apartments,7,14,22175.0,9.2,7.8,8.6,8.0,8.2,9.3,8.8,8.8
207,Barcelona,SibsBcn- Rambla- Family Friends Business Central,7,14,50414.0,9.5,8.3,8.4,8.4,8.4,9.8,,7.2
208,Barcelona,Safestay Barcelona Passeig de Gràcia,7,14,14588.0,8.1,7.2,7.2,7.1,7.5,9.3,8.0,7.1
209,Barcelona,Barcelona 54 Apartment Rentals,7,14,20513.0,8.5,7.1,6.9,7.3,6.5,9.4,,9.3
210,Barcelona,Hotel El Palace Barcelona,7,14,89747.0,9.7,9.3,9.6,9.7,8.8,9.6,9.3,8.4
211,Barcelona,Casa familiar con piscina,7,14,15636.0,9.6,7.9,9.3,8.9,8.9,8.2,,8.2
212,Barcelona,Poble Nou I You Stylish Apartments,7,14,34928.0,7.9,9.4,9.6,9.8,7.9,7.9,,7.4
213,Barcelona,Autèntic Barcelona Monumental,7,14,24775.0,8.5,7.3,7.5,7.7,7.3,8.4,7.2,8.3
214,Barcelona,Poble Nou II You Stylish Apartments,7,14,23166.0,8.2,8.2,9.1,8.4,7.7,7.5,10.0,7.1
215,Barcelona,Rainbow,7,14,10418.0,7.9,7.3,6.6,7.3,6.8,8.2,5.0,6.5
216,Barcelona,Hidden garden Central and quiet rest,7,14,12040.0,8.8,6.9,7.5,6.9,6.9,7.5,,6.5
217,Barcelona,My Space Barcelona Gracia Pool Terrace,7,14,18707.0,7.0,6.8,6.6,6.9,6.5,8.0,,7.2
218,Belgrad,Palace Hotel,1,1,185.0,8.7,7.3,7.8,7.7,8.1,9.6,8.7,7.6
219,Belgrad,City Joy - sports Center Tasmajdan,1,1,261.0,9.6,9.0,9.4,9.4,9.0,9.2,7.5,9.0
220,Belgrad,Boutique Rooms,1,1,182.0,8.6,7.4,7.7,7.7,7.8,9.5,8.7,7.6
221,Belgrad,Private Rooms Belgrade Hostel,1,1,48.0,8.9,8.3,8.4,8.4,8.8,9.1,9.4,8.3
222,Belgrad,Nirvana SPA Center,1,1,137.0,9.4,9.1,9.2,9.2,9.1,8.2,8.5,9.1
223,Belgrad,Smart hostel,1,1,60.0,9.6,9.5,9.5,9.4,9.5,8.9,9.6,9.4
224,Belgrad,Templum apartments - Slavija square,1,1,249.0,9.7,9.3,9.6,9.5,9.3,9.6,9.5,9.4
